no_of_dots,specialSymbol,lengthOfURL,suspiciousWords,prefixSuffix,countOfHttp,shorteningService,has_data_uri,check_ssl_certificate,fake_login_form,countPages,missingHyperlink,count_foreign_links,count_empty_links,count_error_links,count_redirection_links,has_foreign_css,check_favicon,google_index,httpDomain,label
1,0,0,0,1,0,1,1,1,0,8,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,1,1,0,1
0,0,0,0,1,0,0,1,1,1,11,0,0,0,1,1,0,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,0,8,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1
0,0,1,0,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,1,0,1,1,1,11,0,0,0,1,1,0,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
1,0,0,0,1,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
1,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,1,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,1,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
1,0,0,0,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,1,0,1,1,1,11,0,0,0,1,1,0,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,1,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,1,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,1,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
0,0,0,0,0,0,1,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,0,1,20,0,1,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,0,0,1,1,1,11,0,0,0,1,1,0,0,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,1
1,0,1,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,95,0,0,0,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,1,0,0
0,0,1,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,1,0,0,0,0,0,153,0,0,0,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,268,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,96,0,0,0,1,1,1,1,1,0,0
0,0,0,0,1,0,0,0,0,0,83,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,59,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,107,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,1,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,33,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,70,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,251,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,86,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,73,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,215,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,59,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,325,0,1,0,0,1,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,99,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,1,130,0,0,0,0,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,123,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,11,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
0,0,1,0,1,0,0,0,0,1,235,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,67,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,380,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,96,0,0,0,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,462,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,183,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,297,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,153,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,118,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,91,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,143,0,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,154,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,141,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,424,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,175,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,56,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,143,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,50,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,275,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,1,63,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,197,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,141,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,76,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,139,0,0,0,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,67,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,217,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,181,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,0,1,35,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,1,0,0
0,0,0,0,1,0,0,0,0,0,84,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,146,0,1,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,134,0,1,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,115,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,1,0,1,100,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,222,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,191,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,113,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,129,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,264,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,284,0,1,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,114,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,338,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,1,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,1,1,1,100,1,1,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,1,89,0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,86,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,60,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,270,0,0,0,1,1,0,1,0,0,0
